Process,Waiting time,Response time,Turnaround time
p7,35.400000000000084,0.0,44.400000000000084
p8,38.000000000000114,0.2,47.000000000000114
p5,13.399999999999977,0.4,15.399999999999977
p2,7.600000000000001,0.6000000000000001,8.600000000000001
p4,22.599999999999945,0.8,24.599999999999945
p6,34.80000000000008,1.0,44.80000000000008
p3,11.799999999999976,1.2,15.799999999999976
p1,38.000000000000114,1.4,47.000000000000114
